content,sentimen,aspek
"Bagus ui nya tp aku beli pulsa 15 k transaksi belum berhasil dan saldonya udah berkurang, disuruh tunggu 1 x 24 jam tp masih aja belum ada pulsa masuk dan keterangan di wondr masih gagal gmn ya",Positive,Transaksi
"Kenapa tidak ada fitur tarik tunai tanpa kartu Trus tidak bisa beli token listrik karna membutuh kan 12 nomer padahal biasanya nomernya 11, dikira beli pulsa apa yaa. Dan bli pulsa dan paket hanya bisa nomer tertentu saja",Negative,Transaksi
"Apk ga lengkap. Ga bisa mobile tunai dan setor tanpa kartu. Masih lengkapan menu di mobile banking, tapi sayang juga gabisa dipake semenjak ada apk wondr. Cuma nampilin estetik aja tanpa kelengkapan menu",Negative,Transaksi
Sering bgt eror buat transaksi msa dari awal donwload ga bisaÂ² transaksi.,Negative,Transaksi
"Sudah instal dan sudah selesai bisa untuk ngecek saldo,, Namun kok ada registrasi yg aneh,, yg harus dicentang jujur takut ini indikasi terbobol,, jadi dibukak tidak seperti biasanya",Negative,Transaksi
"Desain waktu transaksi gagal sangat mirip dengan saat transaksi berhasil, kalau tidak fokus bisa salah mengira bahwa transaksi sudah berhasil.",Negative,Transaksi
Belum ada fitur tarik tunai nya,Positive,Transaksi
"sistemnya parah, mau tf pun error mulu sampe berkali kali transaksinya gagal padahal gaada kendala di internetnya",Negative,Transaksi
"Layanan sangat memuaskan, kalau bisa Biaya Transfer Ke Bank Lain Di kurangi",Positive,Transaksi
"Semakin dibuat ribet aja,...sy pertimbangkan tutup rekening untuk kedepannya. Jika ingin rubah konsep mending ganti aja aplikasi ebankingnya, ndak nambahin aplikasi seperti ini",Negative,Transaksi
"Verivikasi sulit, terutama verikasi wajah, padahal lebih mudah sebelumnya apa pun transaksi pakai bni mbanking",Negative,Transaksi
"Aplikasi apa ini ,kok malah ribet . TOLONG BIAR DISIMPAN SEPERTI SEBELUM NYA DATA UNTUK PEMBAYARAN LISTRIK DAN LAIN2 MASA HARUS NGECEK KE NO METERAN LAGI NGECEK NO TAGIHAN LAGI HAAHHHHHH, APLIKASI ORA MUTU LEBIH BAGUS SEBELUMNYA SIMPEL DATA GAK KEHAPUS. BIKIN RIBET AJA PDAM GAK LENGKAP INTERNET DATA MAU DISIMPAN GAK BISA LISTRIK PUN SAMA KALO BISA MAKSIMALKAN SAJA YANG ADA JANGAN BIKIN RIBET, APLIKASI 2 BUAT APA? MAU BAYAR INI KE ITU MAU BAYAR ITU KE INI HAHHH MAKIN GAK JELAS WONDRNOT SIMPEL",Negative,Transaksi
"Setiap mau transaksi harus verifikasi dulu, ganti password lagi foto ktp sangat menjengkelkan",Negative,Transaksi
Kenapa hanya muncul maaf ada kendala tim kami coba perbaiki begitu terus tidak pernah login padahal saya sudah di bank bni mau buka rekening,Negative,Transaksi
"ini gmna sih mksd dr aplikasinya,saya beli paketan di wondr bni ,uangnya sdh berkurang tp paktnnya ga msuk2,saya sdh cb 2x ,tapi sblm ny saya pkai mbanking bni yg biasany g prnh ad kndala,ini gmn sihðŸ˜­",Negative,Transaksi
"Saran saya tingkat kan fitur tarik tunai tanpa kartu , Biar nggk bingung di saat kartu Atm gk kebawa ðŸ™",Positive,Transaksi
"Aplikasi nya membingungkan, Gak ada notifikasi seperti Brimo, Keterangan uang masuk dan keluar pun gak ada, jadi bingung, kayak misal Ada Tranfseran masuk yaudah cuma sekedar tulisan transfer masuk sama jumlah, gak ada Keterangan dari siapa nya kan aneh, dan pas uang masuk/keluar gak ada notifikasi kayak di BRImo, tolong dong tingkat kan lagi aplikasi nya, uang yg masuk itu padahal di atas 1 jt, tapi hari ini masuk besok nya baru DTG notifikasi nya, Bagusan Brimo ðŸ˜Œ",Negative,Transaksi
dana terpendam 50k tidak bisa ditarik,Negative,Transaksi
"bagus dan lebih simple, tapi sayang kok kurang lengkap, untuk pembayaran, seperti gas kok malah tidak ada",Negative,Transaksi
Masih bagusan aplikasi yg lama. Aplikas yg terbaru tidak tampil rincian saldo masuk sisa dan yg di keluarkan. Itu aja sihh.,Negative,Transaksi
Kalian bisa menyelesaikan masalah saldo saya yang tidak kembali apakah kalian bisa menyelesaikan nya atau tidak jangan kayak bocah SD banyak bertele kayak taik.,Negative,Transaksi
Min kok di wondr gak bisa bayar kuliah sih min,Negative,Transaksi
Wondr by bni tolong dong rincian pembukuannya disamakan sama aplikasi bni yg lama seperti kalau ada uang masuk total saldonya kalau ada uang keluar total saldonya langsung kelihatan seperti rincian dibuku manual,Positive,Transaksi
"Buka aplikasi aja loadingnya lama banget. Masih bagusan BNI Mobile Banking, aplikasi baru bukannya lebih bagus malah nambah ribet. Mau bayar pake QRIS dikasir sampe malu karena kelamaan nunggu loading buka aplikasi, mana yg antri dibelakangku banyak orang",Negative,Transaksi
"Terus tingkatkan dan kembangkan lagi fitur fitur apknya untuk menambah kemudahan dan kenyamanan bertransaksi, apakah di apk ini belum ada mobile tunai untuk transaksi tanpa kartu?masa harus pakai 2 apk untuk satu rekening, terimakasih",Positive,Transaksi
"Saya kasi bintang tiga dulu,, nanti kalo udah di tambahin fitur tarik tunai di mesin ATM tanpa kartu,, baru di kasih bintang lima,, trimakasih",Positive,Transaksi
Aplikasi baru ini untuk pembayaran tagihan air (PDAM) di wilayah PDAM balikpapan tidak ada di list.,Negative,Transaksi
"Lemot banget aplikasi nya sumpah parah banget, perbaikinnlagi apk nya lah . Kita jadi gak bisa pake QRIS untuk pembayaran",Negative,Transaksi
"Lebih simple dn ga ribet ya.. tampilan lebih fresh juga sih, keren,, blum ada mobile tunai nya.. semoga cpt ditambhkn menu trnskai lain dari BNI Mobile banking.. lebih nyaman skrg d BNI.. SUKSEA DN JAYA SELALU ya BNI",Positive,Transaksi
Sangat memudahkan transaksi,Positive,Transaksi
"Mohon ditambahkan riwayat transaksi spt yg di mbanking, riwayat terakhir, 1 mgg, 1 bln dsb, tks",Positive,Transaksi
"Kembalikan uang saya yang kamu curi ...Lahir batin saya tidak ikhlas Uang direkening tiba2 hilang setelah dicek ternyata di ambil buat asuransi padahal saya tidak pernah daftar saya lapor ke kantor katanya itu bagian dari marketing katanya mau di uruskan disuruh nunggu 2 mingguan sampai sebulan dari pihak bni ada yang tlp menghubungi saya klo uang itu tidak bisa dikembalikan,ternyata BNI MENCURI UANG SAYA...SAYA MENYESAL BUKA REKENING DI BNI. BNI sudah bangkrut ya sampai2 mencuri uang nasabah...",Negative,Transaksi
Di buat bayar PNBP ternyata gak bisa,Negative,Transaksi
"Untuk transaksinya lebih cepat dan ga penggunaanya tidak ribet, the best wondr by BNIðŸ‘ðŸ»",Positive,Transaksi
"aplikasi yang sangat buruk mau bayar pdam gak bisa, beli token listrik gak bisa kebanyakan alasan, yang nomor salah lah yg lanyanan tak tersedia lahh... sangat mengecewakanðŸ‘Ž , bni mobile banking jauh jauh lebih baik..",Negative,Transaksi
perbaiki bug nya. stiap mau tf ke ewallet atw sesama bank suka eror intinya g bisa tf,Negative,Transaksi
"Saya mau transaksi mbanking BNI, buka aplikasi tp g bs transaksi, diarahkan instal wonder, sdh instal, mau buka, nunggu kode otp g masuk2 di email. Nah ni mau beli token listrik yg dah bunyi, kl mau inovasi yg bener napa, bkn tambah ruwet gini. Yg bgini yg bikin nasabah pindah bank",Negative,Transaksi
Bisakah melakukan tarik tunai tanpa kartu dengan aplikasi ini?,Positive,Transaksi
"Tolong la di menu tarik tunai di Apk Wondr dibuat, mau tarik tunai JDi gak bisa dan merepotkan apalagi kalau lupa bawa kartu ATM BNI",Negative,Transaksi
mantul cuma kurang bisa tarik dan swtor tanpa kartu dan tanpa pulsa,Negative,Transaksi
Untuk pembayaran yuran PDAM no yg dimasukkan sudah benar semua tapi tetap infonya nomor meteran Salah. Tolong di segera diperbaiki.,Negative,Transaksi
"Insight nya kalo bisa lebih detail lagi, ada laporan keuangan. Ada kategori uang masuk dn keluar.",Positive,Transaksi
Tolong sisa saldo di tampilkan seperti di bni mobile,Positive,Transaksi
Turun bintang...Tolong ditambahkan fitur tarik tunai tanpa kartu ATM. Ini sangat membantu jika lupa kartu atau kartu ATM terblokir. Tolong perhatikan. Fitur ini sangat penting dan membantu. Jika sdh ada fitur tersebut baru cocok bintang 5. Skr msh bintang 4 dulu.,Negative,Transaksi
"Msh sering eror Knp mesti bikin aplikasi baru lgi Seharus BNI mobile aja yg di tingkat kan kualitas nya,perkuat keamanan nya,dan permudah cara transaksi ny,",Negative,Transaksi
di aplikasi wonder bni kok nggak ada tarik tunai tanpa kartu dan fitur setor tunai tanpa kartu. padahal fitur tarik tunai tanpa kartu simple dan cocok untuk anak muda saat ini. tanpa membawa kartu ke mesin ATMðŸ˜•ðŸ˜ŸðŸ˜Ÿ,Negative,Transaksi
"Aplikasi smart . Pantas dapat Bintan 4 up . Safety bagus , ngirim pembayaran di shopee tinggal approve aja tidak perlu nulis nominal angka yg harus dibayarkan . Lebih detail uang masuk keluar jadi bisa memonitor keuangan per bulan ada datanya keren",Positive,Transaksi
Kenapa di Wonder tidak ada pilihan untuk download transaksi (rekening koran) seperti di BNI mobile sebelumnya,Negative,Transaksi
Ga bisa download rek koran,Negative,Transaksi
QRIS gak bisa dipake pas scan. Pake aplikasi lain aman2 aja. Padahal koneksi internet aman dan gak gelap. Aneh banget.,Negative,Transaksi
Mau bayar listrik apknya minta update terus kenapa ya dan gimana solusinya.apk wondernya tidak minta update tp apk byr listrik,Negative,Transaksi
Aplilasi selalu EROR saat melakukan pembayaran & pembelian.tolong di perbaiki atau kembalikan saja ke BNI Mobile Bangking jauh lebih lancar,Negative,Transaksi
"Kapan bisa setor tunai secara gampang kaya bni mobile, ga usah ribet2 bawa kartu tingal di aplikasi udah bisa setor tunai, ga takut atm ketelan pula tolong di perbarui lebih baik lagi",Positive,Transaksi
Saya belum bisa update utk bayar token listrik,Negative,Transaksi
Lebih mudah bertransaksi..keren..,Positive,Transaksi
Pembayaran listrik nya lemot,Negative,Transaksi
"Saya kasih bintang 2 dulu deh,nanti kalau sudah bagus saya kasih bintang 5 Kata nya Aplikasi nya sangat mudah,saya melakukan pembayaran nontaglish ko tidak bisa ya susah,Aplikasi nya membingungkan,harus update yg terbaru tp ko ngga ada,saya kan perlu transaksi PLN Non taglish,Gmn sih BNI ko sekarang susah ya,tidak segampang yg pertama.makasih",Negative,Transaksi
"Masih lebih bagus aplikasi BNI mobile yg lama. Klo wondr yg skrg bayar air PDAM aj masih sering error, cek pinjaman BNI gg bisa krn gda menu pilihan ( hny DBS n HSBC)",Negative,Transaksi
mau bayar listrik di suruh upgrade terus padahal udah paling upgrade,Negative,Transaksi
Untuk fitur tarik tunai dan setor tunai non atm tidak ada? Atau tahap pengembangan?,Positive,Transaksi
Transaksi cepattt,Positive,Transaksi
nggak bisa di pakai tarik tunai tanpa kartu....,Positive,Transaksi
Fitur tarik tunai tanpa kartu belum tersedia,Positive,Transaksi
transaksi qris makin mudag,Positive,Transaksi
Saya kasih 4 Bintang dulu karena wondr tidak ada fasilitas tarik tunai tanpa kartu,Negative,Transaksi
"Saya sering tarik tunai tanpa kartu, tapi di wondr by BNI saya tidak menemukan ada menu tarik tunai tanpa kartu,, untuk kedepannya saran saya tolong dimasukkan kembali fitur tarik tunai tanpa kartu",Positive,Transaksi
Masakkk Nomor rekening bisaa kuranggg,Positive,Transaksi
TIDAK ADA FITUR CETAK REKENING KORAN DAN TARIK TUNAI DAN SETOR TANPA KARTU DI ATM. TOLONG DI TINGKATKAN,Negative,Transaksi
"untuk verifikasi muka lebih di persulit masih mudah BRI, jadi tolong vermuk tidak di buat ribet pembukaan rekening baru buat nasabah kurang nyaman, walaupun sudah ikuti instruksi vermuk gagal",Negative,Transaksi
"Baru mau tf ke lain bank tp batas limit nya malah mencapai maks padahal baru pertama kali pakai aplikasi wondr, terpaksa pakai mobile bangking bni yg lama .",Negative,Transaksi
"Tolong di kembangkan lagi, masa uang transferan yang masuk tidak ada bukti ulasannya,tapi kalo uang Kluar ko ada bukti nya....gmn ini kakak",Negative,Transaksi
"Update laaa min ni apk, biar bs tarik tunai tanpa kartu di atm, plus isi saldo e wallet banyakin lg ðŸ™",Positive,Transaksi
Aplikasinya mudah dan tidak ribet ... Opsi pembayaran lengkap BNI selalu di hati ... pelayanannya ramah dan sangat profesional.. Terima kasih BNI,Positive,Transaksi
aplikasi belum siap dilouncing kok dilouncing jadinya ya kayak gini...GK bisa buat tarik tunai tanpa kartu di ATM,Negative,Transaksi
"History transaksi ga selengkap BNI mobile dulu, di sini ga ada keterangan saldo awal saldo akhir, saya sebagai pengguna sangat lah bingung bagaimana saya bisa mengatahui saldo awal dan akhir jika ada uang yang masuk atau keluar, tingkatin lagi deh, aplikasi baru malah kek gini, ga jelas",Negative,Transaksi
App terlalu colorful Sakit dipandang fitur terlalu bertele tele terutama pembayaran pembelian bayar air area saya batam eh si wondr dibikin dibandung ga bisa diganti lagi parah dah,Negative,Transaksi
Menu tarik tunai tanpa kartu kok tidak ada?,Positive,Transaksi
Parah mau transaksi loading trus padahal WiFi full sinyal. TibaÂ² mlh suruh ke bank BNI terdekat,Negative,Transaksi
Transaksi lebih mudah terimakasih wonder BNI,Positive,Transaksi
Tolong menu tarik tunai tanpa kartu di tambahkan. Itu sangan penting saat dompet ketinggalan. Tolong segera di upgred,Positive,Transaksi
G ada menu mobile tunai gak sih... Udah nyariÂ² di aplikasi ga Nemu ....,Negative,Transaksi
"Aplikasi nya bagus lebih keren dari BNI Mobile dan lebih simpel saat transaksi, cuma menu nya lebih lengkap BNI Mobile, mohon kedepannya dilengkapin selengkap BNI Mobile. Dan kalo bisa di menu APLIKASI ditambahin pilihan ""Terang/gelap"", Terimakasih.",Positive,Transaksi
"Gimana ini aplikasinya eror mau transfer ga bisa terus ,udah beberapa hari ,katanya sedang diperbaiki , semoga cepat terselesaikan masalahnya soalnya saya jadi repot kudu ke alfa",Negative,Transaksi
Tidak bisa melakukan tarnsaksi mobile tarik tunai maupun tabung tunai sangat jauh sangat jauh dengan aplikasi my BCA,Negative,Transaksi
keren dan memudahkan. transaksi lebih cepat,Positive,Transaksi
Lebih enk pakai aplikasi BNI Untuk aplikasi wondr tolong dilengkapi dengan fitur tarik tunai dan setor tunai karena itu sangat dibutuhkan untuk transaksi tanpa kartu,Positive,Transaksi
"Masih lengkap fiturnya di Mbanking, contohnya di mbanking bisa cek mutasi rekening DPLK. Di MBANKING jg bisa lihat rek koran lenkap mutasi dg saldonya. Hrs ditingkatkan lg",Negative,Transaksi
"Untuk transaksi virtual account tidak bisa, ada keterangan batas maksimal Rp. 0",Negative,Transaksi
"Saya kasih bintang 3 dulu, nanti kalau sudah di update baru kasih bintang 5. Saya tidak menemukan pilihan menu untuk tarik tunai tanpa kartu dan masih banyak lagi menu"" Yg belum ada, beda dengan BNI mobile banking fitur menunya lengkap",Negative,Transaksi
"tolong kepada pihak BNI untuk memperbaiki aplikasinya, karena ini sangat mengecewakan pengguna, terutama saya yang awalnya dengan mudah bisa bertransaksi dari sini, tiba"" harus dibuat eror sehingga mengganggu aktivitas. dan tolong juga, jika sudah dilakukan perbaikan, tampilkan hasil yang lebih baik dari sebelumnya karena percuma juga gangguan lama"" tapi hasilnya kaya gitu"" aja. JANGAN LAMA"" UPDATENYA!!",Negative,Transaksi
kenapa sistem pembayaran gagal terus sedang di perbaiki tapi lama banget ga bisa transaksi,Negative,Transaksi
Bertransaksi sangat mudah dan cepat,Positive,Transaksi
"Aplikasi jelek sebentar sebentar perbaikan, kita lagi perlu mau tranfer gak bisa, sungguh mengecewakan.",Negative,Transaksi
Kapan stor tunai nya di aktif kan di fitur nya?,Positive,Transaksi
Kurang bagus salah 1x pin langsung suruh daftar ulang ribet klw pengamanan ok klw buat orang kerja setiap hari transaksi ribet bagus mobile BNI tampa ribet,Negative,Transaksi
Mohon di lengkapi karna sampai sekarang belum bisa di pakai setor/ tarik tunai tanpa kartu. TrimskasihðŸ™,Positive,Transaksi
"Bni mobile beberapa bulan belakangan sulit untuk Log in.. diarahkan install wondr, tapi aplikasi ini di saya cuma bisa untuk rekening biasa (taplus).. kita bener-bener kesulitan dibuatnya.. BNI tolong dong jangan begini.., seharusnya perpindahan aplikasi malah membuat semakin nyaman, ini malah kebalikannya",Negative,Transaksi
Aplikasi baru tapi sering eror setiap mau transfer melalui e wallet masa gagal terus padahal saldo cukup,Negative,Transaksi
Ini saya mau tf ko gabisa ya udah 2 hari loh ini min. Mana penting bgt lagi,Negative,Transaksi
Saya beli token kok malah duit diambil TPI token tidak masuk dan struknya tidak di munculkan. Apakah ini korupsi. Tolong perhatikan baik baik untuk aplikasi ini. Padahal di BNI mobile tertulis uang transaksi yg SDH dilakukan,Negative,Transaksi
Gabisa bayar kuliah,Negative,Transaksi
Saya kira ganti aplikasi bikin lebih lancar transaksi ini malah sering eror eror masak saya ganti kata sandi login sudah berhasil malah sandi transaksi yang minta di ganti sudah saya ganti sandi transaksi malah sandi logis yang gk bisa di gunakan aplikasi aneh,Negative,Transaksi
"Parah aplikasinya, masak sampai 1 minggu setiap coba mau transaksi isi pulsa saja gagal terus.",Negative,Transaksi
"aplikasi baru udah launching tapi belum sempurna masih banyak kekurangan menu menu dibanding BNI mobile, hanya transaksi aja itu aja lebih ribet. Kalau tau memang masih proses penyempurnaan ya jgn launching dulu.",Negative,Transaksi
"sudah bagus tp kadang verifikasi muka susah, trus nnti tambahkan history dengan notif uang masuk",Positive,Transaksi
"Kenapa wondr By BNI saya ngak di buka , padahal saya mau check transferan sudah masuk apa blm,soal nya saya jauh dari ATM",Negative,Transaksi
"Tolongg dong, untuk mutasi nya dbuat seperi BNI mobile bangking.. Jd jelas hitungan saldo nya terlihat.. Ini mau cek mutasu harus pilih2 dlu, blum lg biaya trf beda bank kadang tidak ada kalau kita ceklis semua..",Negative,Transaksi
